paso,id_pedido,estado_anterior,estado_nuevo,evento
1,PED-724,Pedido Recibido,En Preparación,PED-724: Pedido Recibido -> En Preparación
1,PED-725,Pedido Recibido,En Preparación,PED-725: Pedido Recibido -> En Preparación
1,PED-726,Pedido Recibido,En Preparación,PED-726: Pedido Recibido -> En Preparación
1,PED-727,Pedido Recibido,En Preparación,PED-727: Pedido Recibido -> En Preparación
1,PED-728,Pedido Recibido,En Preparación,PED-728: Pedido Recibido -> En Preparación
1,PED-729,Pedido Recibido,En Preparación,PED-729: Pedido Recibido -> En Preparación
1,PED-730,Pedido Recibido,En Preparación,PED-730: Pedido Recibido -> En Preparación
1,PED-731,Pedido Recibido,En Preparación,PED-731: Pedido Recibido -> En Preparación
1,PED-732,Pedido Recibido,En Preparación,PED-732: Pedido Recibido -> En Preparación
1,PED-733,Pedido Recibido,En Preparación,PED-733: Pedido Recibido -> En Preparación
1,PED-734,Pedido Recibido,En Preparación,PED-734: Pedido Recibido -> En Preparación
1,PED-735,Pedido Recibido,En Preparación,PED-735: Pedido Recibido -> En Preparación
1,PED-736,Pedido Recibido,En Preparación,PED-736: Pedido Recibido -> En Preparación
1,PED-737,Pedido Recibido,Devuelto,PED-737: Pedido Recibido -> Devuelto
1,PED-738,Pedido Recibido,En Preparación,PED-738: Pedido Recibido -> En Preparación
1,PED-739,Pedido Recibido,En Preparación,PED-739: Pedido Recibido -> En Preparación
1,PED-740,Pedido Recibido,Devuelto,PED-740: Pedido Recibido -> Devuelto
1,PED-741,Pedido Recibido,En Preparación,PED-741: Pedido Recibido -> En Preparación
1,PED-742,Pedido Recibido,En Preparación,PED-742: Pedido Recibido -> En Preparación
1,PED-743,Pedido Recibido,En Preparación,PED-743: Pedido Recibido -> En Preparación
1,PED-744,Pedido Recibido,En Preparación,PED-744: Pedido Recibido -> En Preparación
1,PED-745,Pedido Recibido,En Preparación,PED-745: Pedido Recibido -> En Preparación
1,PED-746,Pedido Recibido,En Preparación,PED-746: Pedido Recibido -> En Preparación
1,PED-747,Pedido Recibido,Devuelto,PED-747: Pedido Recibido -> Devuelto
1,PED-748,Pedido Recibido,En Preparación,PED-748: Pedido Recibido -> En Preparación
1,PED-749,Pedido Recibido,En Preparación,PED-749: Pedido Recibido -> En Preparación
1,PED-750,Pedido Recibido,En Preparación,PED-750: Pedido Recibido -> En Preparación
1,PED-751,Pedido Recibido,En Preparación,PED-751: Pedido Recibido -> En Preparación
1,PED-752,Pedido Recibido,En Preparación,PED-752: Pedido Recibido -> En Preparación
1,PED-753,Pedido Recibido,En Preparación,PED-753: Pedido Recibido -> En Preparación
1,PED-754,Pedido Recibido,En Preparación,PED-754: Pedido Recibido -> En Preparación
1,PED-755,Pedido Recibido,En Preparación,PED-755: Pedido Recibido -> En Preparación
1,PED-756,Pedido Recibido,En Preparación,PED-756: Pedido Recibido -> En Preparación
1,PED-757,Pedido Recibido,En Preparación,PED-757: Pedido Recibido -> En Preparación
1,PED-758,Pedido Recibido,En Preparación,PED-758: Pedido Recibido -> En Preparación
1,PED-759,Pedido Recibido,En Preparación,PED-759: Pedido Recibido -> En Preparación
1,PED-760,Pedido Recibido,En Preparación,PED-760: Pedido Recibido -> En Preparación
1,PED-761,Pedido Recibido,En Preparación,PED-761: Pedido Recibido -> En Preparación
1,PED-762,Pedido Recibido,En Preparación,PED-762: Pedido Recibido -> En Preparación
1,PED-763,Pedido Recibido,En Preparación,PED-763: Pedido Recibido -> En Preparación
1,PED-764,Pedido Recibido,En Preparación,PED-764: Pedido Recibido -> En Preparación
1,PED-765,Pedido Recibido,En Preparación,PED-765: Pedido Recibido -> En Preparación
1,PED-766,Pedido Recibido,Devuelto,PED-766: Pedido Recibido -> Devuelto
1,PED-767,Pedido Recibido,En Preparación,PED-767: Pedido Recibido -> En Preparación
1,PED-768,Pedido Recibido,En Preparación,PED-768: Pedido Recibido -> En Preparación
1,PED-769,Pedido Recibido,En Preparación,PED-769: Pedido Recibido -> En Preparación
1,PED-770,Pedido Recibido,Devuelto,PED-770: Pedido Recibido -> Devuelto
1,PED-771,Pedido Recibido,En Preparación,PED-771: Pedido Recibido -> En Preparación
1,PED-772,Pedido Recibido,En Preparación,PED-772: Pedido Recibido -> En Preparación
1,PED-773,Pedido Recibido,En Preparación,PED-773: Pedido Recibido -> En Preparación
1,PED-774,Pedido Recibido,En Preparación,PED-774: Pedido Recibido -> En Preparación
1,PED-775,Pedido Recibido,Devuelto,PED-775: Pedido Recibido -> Devuelto
1,PED-776,Pedido Recibido,Devuelto,PED-776: Pedido Recibido -> Devuelto
1,PED-777,Pedido Recibido,En Preparación,PED-777: Pedido Recibido -> En Preparación
1,PED-778,Pedido Recibido,En Preparación,PED-778: Pedido Recibido -> En Preparación
1,PED-779,Pedido Recibido,En Preparación,PED-779: Pedido Recibido -> En Preparación
1,PED-780,Pedido Recibido,En Preparación,PED-780: Pedido Recibido -> En Preparación
1,PED-781,Pedido Recibido,En Preparación,PED-781: Pedido Recibido -> En Preparación
1,PED-782,Pedido Recibido,En Preparación,PED-782: Pedido Recibido -> En Preparación
1,PED-783,Pedido Recibido,En Preparación,PED-783: Pedido Recibido -> En Preparación
1,PED-784,Pedido Recibido,En Preparación,PED-784: Pedido Recibido -> En Preparación
1,PED-785,Pedido Recibido,En Preparación,PED-785: Pedido Recibido -> En Preparación
1,PED-786,Pedido Recibido,Devuelto,PED-786: Pedido Recibido -> Devuelto
1,PED-787,Pedido Recibido,Devuelto,PED-787: Pedido Recibido -> Devuelto
1,PED-788,Pedido Recibido,En Preparación,PED-788: Pedido Recibido -> En Preparación
1,PED-789,Pedido Recibido,En Preparación,PED-789: Pedido Recibido -> En Preparación
1,PED-790,Pedido Recibido,En Preparación,PED-790: Pedido Recibido -> En Preparación
1,PED-791,Pedido Recibido,En Preparación,PED-791: Pedido Recibido -> En Preparación
1,PED-792,Pedido Recibido,En Preparación,PED-792: Pedido Recibido -> En Preparación
1,PED-793,Pedido Recibido,En Preparación,PED-793: Pedido Recibido -> En Preparación
1,PED-794,Pedido Recibido,En Preparación,PED-794: Pedido Recibido -> En Preparación
1,PED-795,Pedido Recibido,En Preparación,PED-795: Pedido Recibido -> En Preparación
1,PED-796,Pedido Recibido,Devuelto,PED-796: Pedido Recibido -> Devuelto
1,PED-797,Pedido Recibido,En Preparación,PED-797: Pedido Recibido -> En Preparación
1,PED-798,Pedido Recibido,En Preparación,PED-798: Pedido Recibido -> En Preparación
1,PED-799,Pedido Recibido,En Preparación,PED-799: Pedido Recibido -> En Preparación
1,PED-800,Pedido Recibido,En Preparación,PED-800: Pedido Recibido -> En Preparación
1,PED-801,Pedido Recibido,Devuelto,PED-801: Pedido Recibido -> Devuelto
1,PED-802,Pedido Recibido,En Preparación,PED-802: Pedido Recibido -> En Preparación
1,PED-803,Pedido Recibido,En Preparación,PED-803: Pedido Recibido -> En Preparación
1,PED-804,Pedido Recibido,En Preparación,PED-804: Pedido Recibido -> En Preparación
1,PED-805,Pedido Recibido,En Preparación,PED-805: Pedido Recibido -> En Preparación
1,PED-806,Pedido Recibido,Devuelto,PED-806: Pedido Recibido -> Devuelto
1,PED-807,Pedido Recibido,En Preparación,PED-807: Pedido Recibido -> En Preparación
1,PED-808,Pedido Recibido,En Preparación,PED-808: Pedido Recibido -> En Preparación
1,PED-809,Pedido Recibido,En Preparación,PED-809: Pedido Recibido -> En Preparación
1,PED-810,Pedido Recibido,En Preparación,PED-810: Pedido Recibido -> En Preparación
1,PED-811,Pedido Recibido,En Preparación,PED-811: Pedido Recibido -> En Preparación
1,PED-812,Pedido Recibido,En Preparación,PED-812: Pedido Recibido -> En Preparación
1,PED-813,Pedido Recibido,En Preparación,PED-813: Pedido Recibido -> En Preparación
1,PED-814,Pedido Recibido,En Preparación,PED-814: Pedido Recibido -> En Preparación
1,PED-815,Pedido Recibido,Devuelto,PED-815: Pedido Recibido -> Devuelto
1,PED-816,Pedido Recibido,En Preparación,PED-816: Pedido Recibido -> En Preparación
1,PED-817,Pedido Recibido,En Preparación,PED-817: Pedido Recibido -> En Preparación
1,PED-818,Pedido Recibido,En Preparación,PED-818: Pedido Recibido -> En Preparación
1,PED-819,Pedido Recibido,En Preparación,PED-819: Pedido Recibido -> En Preparación
1,PED-820,Pedido Recibido,En Preparación,PED-820: Pedido Recibido -> En Preparación
1,PED-821,Pedido Recibido,En Preparación,PED-821: Pedido Recibido -> En Preparación
1,PED-822,Pedido Recibido,Devuelto,PED-822: Pedido Recibido -> Devuelto
1,PED-823,Pedido Recibido,Devuelto,PED-823: Pedido Recibido -> Devuelto
1,PED-824,Pedido Recibido,En Preparación,PED-824: Pedido Recibido -> En Preparación
1,PED-825,Pedido Recibido,En Preparación,PED-825: Pedido Recibido -> En Preparación
1,PED-826,Pedido Recibido,En Preparación,PED-826: Pedido Recibido -> En Preparación
1,PED-827,Pedido Recibido,En Preparación,PED-827: Pedido Recibido -> En Preparación
1,PED-828,Pedido Recibido,Devuelto,PED-828: Pedido Recibido -> Devuelto
1,PED-829,Pedido Recibido,En Preparación,PED-829: Pedido Recibido -> En Preparación
1,PED-830,Pedido Recibido,En Preparación,PED-830: Pedido Recibido -> En Preparación
1,PED-831,Pedido Recibido,Devuelto,PED-831: Pedido Recibido -> Devuelto
1,PED-832,Pedido Recibido,Devuelto,PED-832: Pedido Recibido -> Devuelto
1,PED-833,Pedido Recibido,En Preparación,PED-833: Pedido Recibido -> En Preparación
1,PED-834,Pedido Recibido,En Preparación,PED-834: Pedido Recibido -> En Preparación
1,PED-835,Pedido Recibido,En Preparación,PED-835: Pedido Recibido -> En Preparación
1,PED-836,Pedido Recibido,En Preparación,PED-836: Pedido Recibido -> En Preparación
1,PED-837,Pedido Recibido,En Preparación,PED-837: Pedido Recibido -> En Preparación
1,PED-838,Pedido Recibido,En Preparación,PED-838: Pedido Recibido -> En Preparación
1,PED-839,Pedido Recibido,En Preparación,PED-839: Pedido Recibido -> En Preparación
1,PED-840,Pedido Recibido,En Preparación,PED-840: Pedido Recibido -> En Preparación
1,PED-841,Pedido Recibido,En Preparación,PED-841: Pedido Recibido -> En Preparación
1,PED-842,Pedido Recibido,En Preparación,PED-842: Pedido Recibido -> En Preparación
1,PED-843,Pedido Recibido,En Preparación,PED-843: Pedido Recibido -> En Preparación
1,PED-844,Pedido Recibido,En Preparación,PED-844: Pedido Recibido -> En Preparación
1,PED-845,Pedido Recibido,En Preparación,PED-845: Pedido Recibido -> En Preparación
1,PED-846,Pedido Recibido,En Preparación,PED-846: Pedido Recibido -> En Preparación
1,PED-847,Pedido Recibido,En Preparación,PED-847: Pedido Recibido -> En Preparación
1,PED-848,Pedido Recibido,En Preparación,PED-848: Pedido Recibido -> En Preparación
1,PED-849,Pedido Recibido,En Preparación,PED-849: Pedido Recibido -> En Preparación
1,PED-850,Pedido Recibido,En Preparación,PED-850: Pedido Recibido -> En Preparación
1,PED-851,Pedido Recibido,En Preparación,PED-851: Pedido Recibido -> En Preparación
1,PED-852,Pedido Recibido,Devuelto,PED-852: Pedido Recibido -> Devuelto
1,PED-853,Pedido Recibido,Devuelto,PED-853: Pedido Recibido -> Devuelto
1,PED-854,Pedido Recibido,En Preparación,PED-854: Pedido Recibido -> En Preparación
1,PED-855,Pedido Recibido,En Preparación,PED-855: Pedido Recibido -> En Preparación
1,PED-856,Pedido Recibido,En Preparación,PED-856: Pedido Recibido -> En Preparación
1,PED-857,Pedido Recibido,En Preparación,PED-857: Pedido Recibido -> En Preparación
1,PED-858,Pedido Recibido,En Preparación,PED-858: Pedido Recibido -> En Preparación
1,PED-859,Pedido Recibido,Devuelto,PED-859: Pedido Recibido -> Devuelto
1,PED-860,Pedido Recibido,En Preparación,PED-860: Pedido Recibido -> En Preparación
1,PED-861,Pedido Recibido,En Preparación,PED-861: Pedido Recibido -> En Preparación
1,PED-862,Pedido Recibido,En Preparación,PED-862: Pedido Recibido -> En Preparación
1,PED-863,Pedido Recibido,En Preparación,PED-863: Pedido Recibido -> En Preparación
1,PED-864,Pedido Recibido,En Preparación,PED-864: Pedido Recibido -> En Preparación
1,PED-865,Pedido Recibido,Devuelto,PED-865: Pedido Recibido -> Devuelto
1,PED-866,Pedido Recibido,En Preparación,PED-866: Pedido Recibido -> En Preparación
1,PED-867,Pedido Recibido,En Preparación,PED-867: Pedido Recibido -> En Preparación
1,PED-868,Pedido Recibido,En Preparación,PED-868: Pedido Recibido -> En Preparación
1,PED-869,Pedido Recibido,En Preparación,PED-869: Pedido Recibido -> En Preparación
1,PED-870,Pedido Recibido,En Preparación,PED-870: Pedido Recibido -> En Preparación
1,PED-871,Pedido Recibido,Devuelto,PED-871: Pedido Recibido -> Devuelto
1,PED-872,Pedido Recibido,En Preparación,PED-872: Pedido Recibido -> En Preparación
1,PED-873,Pedido Recibido,En Preparación,PED-873: Pedido Recibido -> En Preparación
1,PED-874,Pedido Recibido,En Preparación,PED-874: Pedido Recibido -> En Preparación
1,PED-875,Pedido Recibido,En Preparación,PED-875: Pedido Recibido -> En Preparación
1,PED-876,Pedido Recibido,En Preparación,PED-876: Pedido Recibido -> En Preparación
1,PED-877,Pedido Recibido,Devuelto,PED-877: Pedido Recibido -> Devuelto
1,PED-878,Pedido Recibido,En Preparación,PED-878: Pedido Recibido -> En Preparación
1,PED-879,Pedido Recibido,En Preparación,PED-879: Pedido Recibido -> En Preparación
1,PED-880,Pedido Recibido,En Preparación,PED-880: Pedido Recibido -> En Preparación
1,PED-881,Pedido Recibido,En Preparación,PED-881: Pedido Recibido -> En Preparación
1,PED-882,Pedido Recibido,En Preparación,PED-882: Pedido Recibido -> En Preparación
1,PED-883,Pedido Recibido,En Preparación,PED-883: Pedido Recibido -> En Preparación
1,PED-884,Pedido Recibido,En Preparación,PED-884: Pedido Recibido -> En Preparación
1,PED-885,Pedido Recibido,En Preparación,PED-885: Pedido Recibido -> En Preparación
1,PED-886,Pedido Recibido,En Preparación,PED-886: Pedido Recibido -> En Preparación
1,PED-887,Pedido Recibido,En Preparación,PED-887: Pedido Recibido -> En Preparación
1,PED-888,Pedido Recibido,En Preparación,PED-888: Pedido Recibido -> En Preparación
1,PED-889,Pedido Recibido,En Preparación,PED-889: Pedido Recibido -> En Preparación
1,PED-890,Pedido Recibido,En Preparación,PED-890: Pedido Recibido -> En Preparación
1,PED-891,Pedido Recibido,En Preparación,PED-891: Pedido Recibido -> En Preparación
1,PED-892,Pedido Recibido,En Preparación,PED-892: Pedido Recibido -> En Preparación
1,PED-893,Pedido Recibido,En Preparación,PED-893: Pedido Recibido -> En Preparación
1,PED-894,Pedido Recibido,En Preparación,PED-894: Pedido Recibido -> En Preparación
1,PED-895,Pedido Recibido,En Preparación,PED-895: Pedido Recibido -> En Preparación
1,PED-896,Pedido Recibido,En Preparación,PED-896: Pedido Recibido -> En Preparación
1,PED-897,Pedido Recibido,En Preparación,PED-897: Pedido Recibido -> En Preparación
1,PED-898,Pedido Recibido,En Preparación,PED-898: Pedido Recibido -> En Preparación
1,PED-899,Pedido Recibido,En Preparación,PED-899: Pedido Recibido -> En Preparación
1,PED-900,Pedido Recibido,En Preparación,PED-900: Pedido Recibido -> En Preparación
1,PED-901,Pedido Recibido,En Preparación,PED-901: Pedido Recibido -> En Preparación
1,PED-902,Pedido Recibido,En Preparación,PED-902: Pedido Recibido -> En Preparación
1,PED-903,Pedido Recibido,En Preparación,PED-903: Pedido Recibido -> En Preparación
1,PED-904,Pedido Recibido,En Preparación,PED-904: Pedido Recibido -> En Preparación
1,PED-905,Pedido Recibido,Devuelto,PED-905: Pedido Recibido -> Devuelto
1,PED-906,Pedido Recibido,En Preparación,PED-906: Pedido Recibido -> En Preparación
1,PED-907,Pedido Recibido,En Preparación,PED-907: Pedido Recibido -> En Preparación
1,PED-908,Pedido Recibido,En Preparación,PED-908: Pedido Recibido -> En Preparación
1,PED-909,Pedido Recibido,En Preparación,PED-909: Pedido Recibido -> En Preparación
1,PED-910,Pedido Recibido,Devuelto,PED-910: Pedido Recibido -> Devuelto
1,PED-911,Pedido Recibido,En Preparación,PED-911: Pedido Recibido -> En Preparación
1,PED-912,Pedido Recibido,En Preparación,PED-912: Pedido Recibido -> En Preparación
1,PED-913,Pedido Recibido,En Preparación,PED-913: Pedido Recibido -> En Preparación
1,PED-914,Pedido Recibido,En Preparación,PED-914: Pedido Recibido -> En Preparación
1,PED-915,Pedido Recibido,En Preparación,PED-915: Pedido Recibido -> En Preparación
1,PED-916,Pedido Recibido,En Preparación,PED-916: Pedido Recibido -> En Preparación
1,PED-917,Pedido Recibido,En Preparación,PED-917: Pedido Recibido -> En Preparación
1,PED-918,Pedido Recibido,En Preparación,PED-918: Pedido Recibido -> En Preparación
1,PED-919,Pedido Recibido,En Preparación,PED-919: Pedido Recibido -> En Preparación
1,PED-920,Pedido Recibido,En Preparación,PED-920: Pedido Recibido -> En Preparación
1,PED-921,Pedido Recibido,En Preparación,PED-921: Pedido Recibido -> En Preparación
1,PED-922,Pedido Recibido,Devuelto,PED-922: Pedido Recibido -> Devuelto
1,PED-923,Pedido Recibido,En Preparación,PED-923: Pedido Recibido -> En Preparación
1,PED-924,Pedido Recibido,En Preparación,PED-924: Pedido Recibido -> En Preparación
1,PED-925,Pedido Recibido,En Preparación,PED-925: Pedido Recibido -> En Preparación
1,PED-926,Pedido Recibido,En Preparación,PED-926: Pedido Recibido -> En Preparación
1,PED-927,Pedido Recibido,En Preparación,PED-927: Pedido Recibido -> En Preparación
1,PED-928,Pedido Recibido,En Preparación,PED-928: Pedido Recibido -> En Preparación
1,PED-929,Pedido Recibido,En Preparación,PED-929: Pedido Recibido -> En Preparación
1,PED-930,Pedido Recibido,En Preparación,PED-930: Pedido Recibido -> En Preparación
1,PED-931,Pedido Recibido,En Preparación,PED-931: Pedido Recibido -> En Preparación
1,PED-932,Pedido Recibido,En Preparación,PED-932: Pedido Recibido -> En Preparación
1,PED-933,Pedido Recibido,En Preparación,PED-933: Pedido Recibido -> En Preparación
1,PED-934,Pedido Recibido,En Preparación,PED-934: Pedido Recibido -> En Preparación
1,PED-935,Pedido Recibido,En Preparación,PED-935: Pedido Recibido -> En Preparación
1,PED-936,Pedido Recibido,En Preparación,PED-936: Pedido Recibido -> En Preparación
1,PED-937,Pedido Recibido,En Preparación,PED-937: Pedido Recibido -> En Preparación
1,PED-938,Pedido Recibido,Devuelto,PED-938: Pedido Recibido -> Devuelto
1,PED-939,Pedido Recibido,En Preparación,PED-939: Pedido Recibido -> En Preparación
1,PED-940,Pedido Recibido,En Preparación,PED-940: Pedido Recibido -> En Preparación
1,PED-941,Pedido Recibido,En Preparación,PED-941: Pedido Recibido -> En Preparación
1,PED-942,Pedido Recibido,En Preparación,PED-942: Pedido Recibido -> En Preparación
1,PED-943,Pedido Recibido,En Preparación,PED-943: Pedido Recibido -> En Preparación
1,PED-944,Pedido Recibido,Devuelto,PED-944: Pedido Recibido -> Devuelto
1,PED-945,Pedido Recibido,En Preparación,PED-945: Pedido Recibido -> En Preparación
1,PED-946,Pedido Recibido,En Preparación,PED-946: Pedido Recibido -> En Preparación
1,PED-947,Pedido Recibido,En Preparación,PED-947: Pedido Recibido -> En Preparación
1,PED-948,Pedido Recibido,En Preparación,PED-948: Pedido Recibido -> En Preparación
1,PED-949,Pedido Recibido,En Preparación,PED-949: Pedido Recibido -> En Preparación
1,PED-950,Pedido Recibido,En Preparación,PED-950: Pedido Recibido -> En Preparación
1,PED-951,Pedido Recibido,En Preparación,PED-951: Pedido Recibido -> En Preparación
1,PED-952,Pedido Recibido,En Preparación,PED-952: Pedido Recibido -> En Preparación
1,PED-953,Pedido Recibido,En Preparación,PED-953: Pedido Recibido -> En Preparación
1,PED-954,Pedido Recibido,En Preparación,PED-954: Pedido Recibido -> En Preparación
1,PED-955,Pedido Recibido,En Preparación,PED-955: Pedido Recibido -> En Preparación
1,PED-956,Pedido Recibido,En Preparación,PED-956: Pedido Recibido -> En Preparación
1,PED-957,Pedido Recibido,En Preparación,PED-957: Pedido Recibido -> En Preparación
1,PED-958,Pedido Recibido,En Preparación,PED-958: Pedido Recibido -> En Preparación
1,PED-959,Pedido Recibido,En Preparación,PED-959: Pedido Recibido -> En Preparación
1,PED-960,Pedido Recibido,En Preparación,PED-960: Pedido Recibido -> En Preparación
1,PED-961,Pedido Recibido,En Preparación,PED-961: Pedido Recibido -> En Preparación
1,PED-962,Pedido Recibido,En Preparación,PED-962: Pedido Recibido -> En Preparación
1,PED-963,Pedido Recibido,En Preparación,PED-963: Pedido Recibido -> En Preparación
1,PED-964,Pedido Recibido,En Preparación,PED-964: Pedido Recibido -> En Preparación
1,PED-965,Pedido Recibido,En Preparación,PED-965: Pedido Recibido -> En Preparación
1,PED-966,Pedido Recibido,En Preparación,PED-966: Pedido Recibido -> En Preparación
1,PED-967,Pedido Recibido,Devuelto,PED-967: Pedido Recibido -> Devuelto
1,PED-968,Pedido Recibido,En Preparación,PED-968: Pedido Recibido -> En Preparación
1,PED-969,Pedido Recibido,Devuelto,PED-969: Pedido Recibido -> Devuelto
1,PED-970,Pedido Recibido,En Preparación,PED-970: Pedido Recibido -> En Preparación
1,PED-971,Pedido Recibido,En Preparación,PED-971: Pedido Recibido -> En Preparación
1,PED-972,Pedido Recibido,En Preparación,PED-972: Pedido Recibido -> En Preparación
1,PED-973,Pedido Recibido,En Preparación,PED-973: Pedido Recibido -> En Preparación
1,PED-974,Pedido Recibido,En Preparación,PED-974: Pedido Recibido -> En Preparación
1,PED-975,Pedido Recibido,En Preparación,PED-975: Pedido Recibido -> En Preparación
1,PED-976,Pedido Recibido,En Preparación,PED-976: Pedido Recibido -> En Preparación
1,PED-977,Pedido Recibido,En Preparación,PED-977: Pedido Recibido -> En Preparación
1,PED-978,Pedido Recibido,En Preparación,PED-978: Pedido Recibido -> En Preparación
1,PED-979,Pedido Recibido,En Preparación,PED-979: Pedido Recibido -> En Preparación
1,PED-980,Pedido Recibido,En Preparación,PED-980: Pedido Recibido -> En Preparación
1,PED-981,Pedido Recibido,En Preparación,PED-981: Pedido Recibido -> En Preparación
1,PED-982,Pedido Recibido,En Preparación,PED-982: Pedido Recibido -> En Preparación
1,PED-983,Pedido Recibido,En Preparación,PED-983: Pedido Recibido -> En Preparación
1,PED-984,Pedido Recibido,En Preparación,PED-984: Pedido Recibido -> En Preparación
1,PED-985,Pedido Recibido,En Preparación,PED-985: Pedido Recibido -> En Preparación
1,PED-986,Pedido Recibido,En Preparación,PED-986: Pedido Recibido -> En Preparación
1,PED-987,Pedido Recibido,En Preparación,PED-987: Pedido Recibido -> En Preparación
1,PED-988,Pedido Recibido,Devuelto,PED-988: Pedido Recibido -> Devuelto
1,PED-989,Pedido Recibido,En Preparación,PED-989: Pedido Recibido -> En Preparación
1,PED-990,Pedido Recibido,En Preparación,PED-990: Pedido Recibido -> En Preparación
1,PED-991,Pedido Recibido,En Preparación,PED-991: Pedido Recibido -> En Preparación
1,PED-992,Pedido Recibido,En Preparación,PED-992: Pedido Recibido -> En Preparación
1,PED-993,Pedido Recibido,En Preparación,PED-993: Pedido Recibido -> En Preparación
1,PED-994,Pedido Recibido,En Preparación,PED-994: Pedido Recibido -> En Preparación
1,PED-995,Pedido Recibido,En Preparación,PED-995: Pedido Recibido -> En Preparación
1,PED-996,Pedido Recibido,En Preparación,PED-996: Pedido Recibido -> En Preparación
1,PED-997,Pedido Recibido,En Preparación,PED-997: Pedido Recibido -> En Preparación
1,PED-998,Pedido Recibido,En Preparación,PED-998: Pedido Recibido -> En Preparación
1,PED-999,Pedido Recibido,En Preparación,PED-999: Pedido Recibido -> En Preparación
1,PED-1000,Pedido Recibido,En Preparación,PED-1000: Pedido Recibido -> En Preparación
2,PED-002,En Preparación,En Bodega,PED-002: En Preparación -> En Bodega
2,PED-003,En Preparación,En Bodega,PED-003: En Preparación -> En Bodega
2,PED-005,En Preparación,En Bodega,PED-005: En Preparación -> En Bodega
2,PED-006,En Preparación,En Bodega,PED-006: En Preparación -> En Bodega
2,PED-007,En Preparación,En Preparación,PED-007: En Preparación -> En Preparación
2,PED-008,En Preparación,En Preparación,PED-008: En Preparación -> En Preparación
2,PED-009,En Preparación,En Bodega,PED-009: En Preparación -> En Bodega
2,PED-010,En Preparación,En Bodega,PED-010: En Preparación -> En Bodega
2,PED-012,En Preparación,En Preparación,PED-012: En Preparación -> En Preparación
2,PED-014,En Preparación,En Bodega,PED-014: En Preparación -> En Bodega
2,PED-015,En Preparación,En Bodega,PED-015: En Preparación -> En Bodega
2,PED-016,En Preparación,En Bodega,PED-016: En Preparación -> En Bodega
2,PED-017,En Preparación,En Bodega,PED-017: En Preparación -> En Bodega
2,PED-018,En Preparación,En Bodega,PED-018: En Preparación -> En Bodega
2,PED-019,En Preparación,En Bodega,PED-019: En Preparación -> En Bodega
2,PED-020,En Preparación,En Bodega,PED-020: En Preparación -> En Bodega
2,PED-021,En Preparación,En Bodega,PED-021: En Preparación -> En Bodega
2,PED-023,En Preparación,En Bodega,PED-023: En Preparación -> En Bodega
2,PED-026,En Preparación,En Bodega,PED-026: En Preparación -> En Bodega
2,PED-027,En Preparación,En Bodega,PED-027: En Preparación -> En Bodega
2,PED-028,En Preparación,En Bodega,PED-028: En Preparación -> En Bodega
2,PED-029,En Preparación,En Bodega,PED-029: En Preparación -> En Bodega
2,PED-030,En Preparación,En Bodega,PED-030: En Preparación -> En Bodega
2,PED-031,En Preparación,En Bodega,PED-031: En Preparación -> En Bodega
2,PED-032,En Preparación,En Bodega,PED-032: En Preparación -> En Bodega
2,PED-033,En Preparación,En Bodega,PED-033: En Preparación -> En Bodega
2,PED-034,En Preparación,En Bodega,PED-034: En Preparación -> En Bodega
2,PED-035,En Preparación,En Bodega,PED-035: En Preparación -> En Bodega
2,PED-036,En Preparación,En Bodega,PED-036: En Preparación -> En Bodega
2,PED-037,En Preparación,En Bodega,PED-037: En Preparación -> En Bodega
2,PED-038,En Preparación,En Preparación,PED-038: En Preparación -> En Preparación
2,PED-039,En Preparación,En Bodega,PED-039: En Preparación -> En Bodega
2,PED-040,En Preparación,En Bodega,PED-040: En Preparación -> En Bodega
2,PED-042,En Preparación,En Bodega,PED-042: En Preparación -> En Bodega
2,PED-043,En Preparación,En Bodega,PED-043: En Preparación -> En Bodega
2,PED-044,En Preparación,En Bodega,PED-044: En Preparación -> En Bodega
2,PED-045,En Preparación,En Bodega,PED-045: En Preparación -> En Bodega
2,PED-046,En Preparación,En Bodega,PED-046: En Preparación -> En Bodega
2,PED-047,En Preparación,En Bodega,PED-047: En Preparación -> En Bodega
2,PED-048,En Preparación,En Bodega,PED-048: En Preparación -> En Bodega
2,PED-049,En Preparación,En Bodega,PED-049: En Preparación -> En Bodega
2,PED-050,En Preparación,En Bodega,PED-050: En Preparación -> En Bodega
2,PED-051,En Preparación,En Bodega,PED-051: En Preparación -> En Bodega
2,PED-052,En Preparación,En Bodega,PED-052: En Preparación -> En Bodega
2,PED-053,En Preparación,En Bodega,PED-053: En Preparación -> En Bodega
2,PED-054,En Preparación,En Bodega,PED-054: En Preparación -> En Bodega
2,PED-056,En Preparación,En Bodega,PED-056: En Preparación -> En Bodega
2,PED-057,En Preparación,En Bodega,PED-057: En Preparación -> En Bodega
2,PED-058,En Preparación,En Bodega,PED-058: En Preparación -> En Bodega
2,PED-059,En Preparación,En Preparación,PED-059: En Preparación -> En Preparación
2,PED-060,En Preparación,En Bodega,PED-060: En Preparación -> En Bodega
2,PED-061,En Preparación,En Bodega,PED-061: En Preparación -> En Bodega
2,PED-062,En Preparación,En Bodega,PED-062: En Preparación -> En Bodega
2,PED-063,En Preparación,En Bodega,PED-063: En Preparación -> En Bodega
2,PED-064,En Preparación,En Bodega,PED-064: En Preparación -> En Bodega
